schema_version,data_version,model,field_name,field_label,value,source_type,status,source_urls,source_scope,last_checked,valid_from,valid_to
1.0.0,2026-09-14.1,Dell Thunderbolt Dock WD22TB4,peripheral_usb_capability,Peripheral USB capability,3 × USB-A USB 3.2 Gen 1; USB-C Gen 2 data plus Thunderbolt 4 ports on compatible hosts.,official_specification,verified,"[""https://www.dell.com/support/manuals/en-us/wd22tb4-dock/dell_wd22tb4_userguide/display-resolution-table?guid=guid-fafc77a4-c95f-44df-92ad-608231d11cd9"",""https://www.dell.com/support/manuals/en-sg/wd22tb4-dock/dell_wd22tb4_userguide/product-specifications?guid=guid-bb63fcdf-357e-408c-82f1-c7c56e8d5b4e&lang=en-us""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Dell Thunderbolt Dock WD22TB4,clamshell_support,Clamshell support,未核到,official_specification,not_verified,"[""https://www.dell.com/support/manuals/en-us/wd22tb4-dock/dell_wd22tb4_userguide/display-resolution-table?guid=guid-fafc77a4-c95f-44df-92ad-608231d11cd9"",""https://www.dell.com/support/manuals/en-sg/wd22tb4-dock/dell_wd22tb4_userguide/product-specifications?guid=guid-bb63fcdf-357e-408c-82f1-c7c56e8d5b4e&lang=en-us""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Dell Thunderbolt Dock WD22TB4,power_delivery,Power Delivery,Up to 130W to supported Dell systems or 90W to non-Dell systems with the 180W adapter.,official_specification,verified,"[""https://www.dell.com/support/manuals/en-us/wd22tb4-dock/dell_wd22tb4_userguide/display-resolution-table?guid=guid-fafc77a4-c95f-44df-92ad-608231d11cd9"",""https://www.dell.com/support/manuals/en-sg/wd22tb4-dock/dell_wd22tb4_userguide/product-specifications?guid=guid-bb63fcdf-357e-408c-82f1-c7c56e8d5b4e&lang=en-us""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Dell Thunderbolt Dock WD22TB4,known_non_working_combinations,Known non-working combinations,Rear HDMI and MFDP USB-C video paths are muxed and cannot both be used as simultaneous video outputs; non-Thunderbolt hosts lose Thunderbolt features.,official_specification,verified,"[""https://www.dell.com/support/manuals/en-us/wd22tb4-dock/dell_wd22tb4_userguide/display-resolution-table?guid=guid-fafc77a4-c95f-44df-92ad-608231d11cd9"",""https://www.dell.com/support/manuals/en-sg/wd22tb4-dock/dell_wd22tb4_userguide/product-specifications?guid=guid-bb63fcdf-357e-408c-82f1-c7c56e8d5b4e&lang=en-us""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Dell Thunderbolt Dock WD22TB4,official_support_evidence,Official Support Evidence,"Dell troubleshooting says monitor count and resolution depend on the host graphics path; with Intel graphics plus the system LCD, only two displays may be supported, while discrete Nvidia/AMD configurations can support three external displays plus the system LCD. Dell also recommends a dock power-cycle sequence for flicker or USB failures. Source",official_support,verified,"[""https://www.dell.com/support/manuals/en-us/wd22tb4-dock/dell_wd22tb4_userguide/symptoms-and-solutions?guid=guid-8fe4355a-515f-4206-a6b4-2b1dfd1b6266""]",record_source,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Dell Thunderbolt Dock WD22TB4,public_user_report,Public User Report,"A Dell Community WD22TB4 case reports dual-4K HBR2 behavior falling from 60Hz to 30Hz after reconnecting the dock, with connection-order workarounds discussed in the official community thread. Treat this as a user/support case, not a universal WD22TB4 fact. Source",public_user_report,verified,"[""https://www.dell.com/community/en/conversations/latitude/psa-wd22tb4-still-has-problem-with-dual-4k-monitors-on-hbr2-tb-systems/647f9d38f4ccf8a8de1764ed""]",record_source,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Dell Thunderbolt Dock WD22TB4,setupmeld_tested,SetupMeld Tested,未核到,setupmeld_tested,pending,[],none,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,host_support,Host support,"Thunderbolt 4/3, USB4 and USB-C computers; official minimums include macOS 11.4+ and Windows 10 20H2+.",official_specification,verified,"[""https://www.caldigit.com/thunderbolt-station-4/"",""https://www.caldigit.com/ts4-support/""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,display_capability,Display capability,Windows / Intel Mac / ChromeOS: up to 2 × 4K @ 60Hz. M1 Pro/Max: up to 2 × 6K @ 60Hz. Original M1: one external display through Thunderbolt.,official_specification,verified,"[""https://www.caldigit.com/thunderbolt-station-4/"",""https://www.caldigit.com/ts4-support/""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,display_interfaces,Display interfaces,DisplayPort 1.4 plus downstream Thunderbolt 4/USB4 display paths.,official_specification,verified,"[""https://www.caldigit.com/thunderbolt-station-4/"",""https://www.caldigit.com/ts4-support/""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,switching_method,Switching method,Not a KVM; single-host dock with no host-switch control listed.,official_specification,verified,"[""https://www.caldigit.com/thunderbolt-station-4/"",""https://www.caldigit.com/ts4-support/""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,keyboard_mouse_channel,Keyboard / mouse channel,Standard USB path; no dedicated KVM keyboard/mouse channel listed.,official_specification,verified,"[""https://www.caldigit.com/thunderbolt-station-4/"",""https://www.caldigit.com/ts4-support/""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,peripheral_usb_capability,Peripheral USB capability,"5 × USB-A 10Gbps and 3 × USB-C 10Gbps, plus Thunderbolt 4 ports.",official_specification,verified,"[""https://www.caldigit.com/thunderbolt-station-4/"",""https://www.caldigit.com/ts4-support/""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,clamshell_support,Clamshell support,未核到,official_specification,not_verified,"[""https://www.caldigit.com/thunderbolt-station-4/"",""https://www.caldigit.com/ts4-support/""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,power_delivery,Power Delivery,Up to 98W host charging.,official_specification,verified,"[""https://www.caldigit.com/thunderbolt-station-4/"",""https://www.caldigit.com/ts4-support/""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,known_non_working_combinations,Known non-working combinations,Original M1 Macs do not support dual external displays through TS4; USB-C hosts have reduced functionality and 2.5Gb Ethernet is Thunderbolt-host dependent.,official_specification,verified,"[""https://www.caldigit.com/thunderbolt-station-4/"",""https://www.caldigit.com/ts4-support/""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,official_support_evidence,Official Support Evidence,"CalDigit's TS4 support knowledge base documents shared bandwidth groups: many USB ports share the same 10Gbps USB hub, while DisplayPort and downstream Thunderbolt ports share the same 40Gbps Thunderbolt bandwidth. High-bandwidth peripherals therefore compete within those groups rather than receiving dedicated bandwidth. Source",official_support,verified,"[""https://www.caldigit.com/ts4-interface-bandwidth-allocation-and-diagram/""]",record_source,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,public_user_report,Public User Report,未核到,public_user_report,pending,[],none,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,CalDigit TS4,setupmeld_tested,SetupMeld Tested,未核到,setupmeld_tested,pending,[],none,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,host_support,Host support,"USB-C with DisplayPort Alt Mode, USB4 or Thunderbolt; Windows 10/11, macOS 11+ and ChromeOS 100+. Full display capability uses DisplayLink software.",official_specification,verified,"[""https://plugable.com/products/ud-6950pdz"",""https://kb.plugable.com/en_US/what-technology-drives-each-of-the-displays-outputs-within-the-ud-6950pdz-""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,display_capability,Display capability,Up to 3 × 4K @ 60Hz with a DP 1.4 host path; Display 2 and 3 use DisplayLink at up to 4K @ 60Hz each. DP 1.2 can limit Display 1 to 4K @ 30Hz.,official_specification,verified,"[""https://plugable.com/products/ud-6950pdz"",""https://kb.plugable.com/en_US/what-technology-drives-each-of-the-displays-outputs-within-the-ud-6950pdz-""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,display_interfaces,Display interfaces,3 HDMI/DisplayPort output pairs; choose one connector from each display pair.,official_specification,verified,"[""https://plugable.com/products/ud-6950pdz"",""https://kb.plugable.com/en_US/what-technology-drives-each-of-the-displays-outputs-within-the-ud-6950pdz-""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,switching_method,Switching method,Not a KVM; single-host dock with no host-switch control listed.,official_specification,verified,"[""https://plugable.com/products/ud-6950pdz"",""https://kb.plugable.com/en_US/what-technology-drives-each-of-the-displays-outputs-within-the-ud-6950pdz-""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,keyboard_mouse_channel,Keyboard / mouse channel,Standard USB path; no dedicated KVM keyboard/mouse channel listed.,official_specification,verified,"[""https://plugable.com/products/ud-6950pdz"",""https://kb.plugable.com/en_US/what-technology-drives-each-of-the-displays-outputs-within-the-ud-6950pdz-""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,peripheral_usb_capability,Peripheral USB capability,6 × USB-A USB 3.0 / 5Gbps.,official_specification,verified,"[""https://plugable.com/products/ud-6950pdz"",""https://kb.plugable.com/en_US/what-technology-drives-each-of-the-displays-outputs-within-the-ud-6950pdz-""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,clamshell_support,Clamshell support,未核到,official_specification,not_verified,"[""https://plugable.com/products/ud-6950pdz"",""https://kb.plugable.com/en_US/what-technology-drives-each-of-the-displays-outputs-within-the-ud-6950pdz-""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,power_delivery,Power Delivery,Current hardware revision: up to 100W USB-C PD; older units with the same model number may be the earlier 60W revision.,official_specification,verified,"[""https://plugable.com/products/ud-6950pdz"",""https://kb.plugable.com/en_US/what-technology-drives-each-of-the-displays-outputs-within-the-ud-6950pdz-""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,known_non_working_combinations,Known non-working combinations,"Plugable does not recommend this DisplayLink dock for Linux, gaming or graphics-heavy work; Lenovo ThinkPad P16 Gen 2 is listed as a currently incompatible/limited host combination.",official_specification,verified,"[""https://plugable.com/products/ud-6950pdz"",""https://kb.plugable.com/en_US/what-technology-drives-each-of-the-displays-outputs-within-the-ud-6950pdz-""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,official_support_evidence,Official Support Evidence,"Plugable says Night Light and display color calibration are not supported on the DisplayLink-controlled display pairs, does not recommend this DisplayLink dock for Linux, and lists the Lenovo ThinkPad P16 Gen 2 as an incompatible/limited host because different USB-C/TB ports expose different subsets of display and USB functions. Source",official_support,verified,"[""https://plugable.com/products/ud-6950pdz""]",record_source,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,public_user_report,Public User Report,"Plugable's official product/support page states that users have reported limited UD-6950PDZ compatibility on the ThinkPad P16 Gen 2 depending on which host port is used. This is vendor-published user-report evidence, not SetupMeld testing. Source",public_user_report,verified,"[""https://plugable.com/products/ud-6950pdz""]",record_source,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Plugable UD-6950PDZ,setupmeld_tested,SetupMeld Tested,未核到,setupmeld_tested,pending,[],none,2026-09-13,2026-09-14,
